任务ID,批次号,优先级,是否启用,股票代码,策略ID,开始日期,结束日期,初始资金,K线周期,数据源,场景标签,成本档位,滑点BP,佣金费率,印花税率,最小手数,是否T1,最大重试,任务状态,报告ID,错误信息,创建时间,更新时间
T026531,BEAR03,3,1,600519.SH,34R1U500V3,2022/1/4,2022/4/27,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026532,BEAR03,2,1,600519.SH,34R1U500V3,2022/1/4,2022/4/27,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026533,BEAR04,1,1,600519.SH,34R1U500V3,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026534,BEAR04,2,1,600519.SH,34R1U500V3,2024/2/5,2024/4/22,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026535,BEAR04,2,1,600519.SH,34R1U500V3,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026536,BEAR04,2,1,600519.SH,34R1U500V3,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026537,BEAR04,3,1,600519.SH,34R1U500V3,2024/2/5,2024/4/22,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026538,BEAR04,2,1,600519.SH,34R1U500V3,2024/2/5,2024/4/22,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026539,BEAR04,1,1,600519.SH,34R1U500V3,2024/2/5,2024/4/22,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026540,BEAR04,3,1,600519.SH,34R1U500V3,2024/2/5,2024/4/22,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026541,BEAR04,2,1,600519.SH,34R1U500V3,2024/2/5,2024/4/22,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026542,SIDE01,1,1,600519.SH,34R1U500V3,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026543,SIDE01,2,1,600519.SH,34R1U500V3,2019/5/6,2019/8/6,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026544,SIDE01,2,1,600519.SH,34R1U500V3,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026545,SIDE01,2,1,600519.SH,34R1U500V3,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026546,SIDE01,3,1,600519.SH,34R1U500V3,2019/5/6,2019/8/6,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026547,SIDE01,2,1,600519.SH,34R1U500V3,2019/5/6,2019/8/6,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026548,SIDE01,1,1,600519.SH,34R1U500V3,2019/5/6,2019/8/6,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026549,SIDE01,3,1,600519.SH,34R1U500V3,2019/5/6,2019/8/6,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026550,SIDE01,2,1,600519.SH,34R1U500V3,2019/5/6,2019/8/6,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026551,SIDE02,1,1,600519.SH,34R1U500V3,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026552,SIDE02,2,1,600519.SH,34R1U500V3,2021/3/10,2021/7/28,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026553,SIDE02,2,1,600519.SH,34R1U500V3,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026554,SIDE02,2,1,600519.SH,34R1U500V3,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026555,SIDE02,3,1,600519.SH,34R1U500V3,2021/3/10,2021/7/28,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026556,SIDE02,2,1,600519.SH,34R1U500V3,2021/3/10,2021/7/28,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026557,SIDE02,1,1,600519.SH,34R1U500V3,2021/3/10,2021/7/28,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026558,SIDE02,3,1,600519.SH,34R1U500V3,2021/3/10,2021/7/28,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026559,SIDE02,2,1,600519.SH,34R1U500V3,2021/3/10,2021/7/28,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026560,SIDE03,1,1,600519.SH,34R1U500V3,2022/6/15,2022/9/16,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026561,SIDE03,2,1,600519.SH,34R1U500V3,2022/6/15,2022/9/16,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026562,SIDE03,2,1,600519.SH,34R1U500V3,2022/6/15,2022/9/16,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026563,SIDE03,2,1,600519.SH,34R1U500V3,2022/6/15,2022/9/16,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026564,SIDE03,3,1,600519.SH,34R1U500V3,2022/6/15,2022/9/16,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026565,SIDE03,2,1,600519.SH,34R1U500V3,2022/6/15,2022/9/16,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026566,SIDE03,1,1,600519.SH,34R1U500V3,2022/6/15,2022/9/16,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026567,SIDE03,3,1,600519.SH,34R1U500V3,2022/6/15,2022/9/16,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026568,SIDE03,2,1,600519.SH,34R1U500V3,2022/6/15,2022/9/16,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026569,SIDE04,1,1,600519.SH,34R1U500V3,2023/6/1,2023/9/22,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026570,SIDE04,2,1,600519.SH,34R1U500V3,2023/6/1,2023/9/22,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026571,SIDE04,2,1,600519.SH,34R1U500V3,2023/6/1,2023/9/22,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026572,SIDE04,2,1,600519.SH,34R1U500V3,2023/6/1,2023/9/22,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026573,SIDE04,3,1,600519.SH,34R1U500V3,2023/6/1,2023/9/22,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026574,SIDE04,2,1,600519.SH,34R1U500V3,2023/6/1,2023/9/22,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026575,SIDE04,1,1,600519.SH,34R1U500V3,2023/6/1,2023/9/22,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026576,SIDE04,3,1,600519.SH,34R1U500V3,2023/6/1,2023/9/22,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026577,SIDE04,2,1,600519.SH,34R1U500V3,2023/6/1,2023/9/22,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026578,SIDE05,1,1,600519.SH,34R1U500V3,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026579,SIDE05,2,1,600519.SH,34R1U500V3,2025/1/2,2025/3/31,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026580,SIDE05,2,1,600519.SH,34R1U500V3,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026581,SIDE05,2,1,600519.SH,34R1U500V3,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026582,SIDE05,3,1,600519.SH,34R1U500V3,2025/1/2,2025/3/31,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026583,SIDE05,2,1,600519.SH,34R1U500V3,2025/1/2,2025/3/31,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026584,SIDE05,1,1,600519.SH,34R1U500V3,2025/1/2,2025/3/31,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026585,SIDE05,3,1,600519.SH,34R1U500V3,2025/1/2,2025/3/31,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026586,SIDE05,2,1,600519.SH,34R1U500V3,2025/1/2,2025/3/31,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026587,SIDE06,1,1,600519.SH,34R1U500V3,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026588,SIDE06,2,1,600519.SH,34R1U500V3,2024/6/3,2024/8/30,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026589,SIDE06,2,1,600519.SH,34R1U500V3,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026590,SIDE06,2,1,600519.SH,34R1U500V3,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026591,SIDE06,3,1,600519.SH,34R1U500V3,2024/6/3,2024/8/30,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026592,SIDE06,2,1,600519.SH,34R1U500V3,2024/6/3,2024/8/30,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026593,SIDE06,1,1,600519.SH,34R1U500V3,2024/6/3,2024/8/30,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026594,SIDE06,3,1,600519.SH,34R1U500V3,2024/6/3,2024/8/30,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026595,SIDE06,2,1,600519.SH,34R1U500V3,2024/6/3,2024/8/30,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026596,BULL01,1,1,000568.SZ,34R1U500V3,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026597,BULL01,2,1,000568.SZ,34R1U500V3,2018/1/2,2018/1/29,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026598,BULL01,2,1,000568.SZ,34R1U500V3,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026599,BULL01,2,1,000568.SZ,34R1U500V3,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026600,BULL01,3,1,000568.SZ,34R1U500V3,2018/1/2,2018/1/29,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026601,BULL01,2,1,000568.SZ,34R1U500V3,2018/1/2,2018/1/29,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026602,BULL01,1,1,000568.SZ,34R1U500V3,2018/1/2,2018/1/29,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026603,BULL01,3,1,000568.SZ,34R1U500V3,2018/1/2,2018/1/29,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026604,BULL01,2,1,000568.SZ,34R1U500V3,2018/1/2,2018/1/29,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026605,BULL02,1,1,000568.SZ,34R1U500V3,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026606,BULL02,2,1,000568.SZ,34R1U500V3,2019/1/4,2019/4/8,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026607,BULL02,2,1,000568.SZ,34R1U500V3,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026608,BULL02,2,1,000568.SZ,34R1U500V3,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026609,BULL02,3,1,000568.SZ,34R1U500V3,2019/1/4,2019/4/8,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026610,BULL02,2,1,000568.SZ,34R1U500V3,2019/1/4,2019/4/8,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026611,BULL02,1,1,000568.SZ,34R1U500V3,2019/1/4,2019/4/8,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026612,BULL02,3,1,000568.SZ,34R1U500V3,2019/1/4,2019/4/8,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026613,BULL02,2,1,000568.SZ,34R1U500V3,2019/1/4,2019/4/8,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026614,BULL03,1,1,000568.SZ,34R1U500V3,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026615,BULL03,2,1,000568.SZ,34R1U500V3,2020/3/24,2020/7/13,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026616,BULL03,2,1,000568.SZ,34R1U500V3,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026617,BULL03,2,1,000568.SZ,34R1U500V3,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026618,BULL03,3,1,000568.SZ,34R1U500V3,2020/3/24,2020/7/13,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026619,BULL03,2,1,000568.SZ,34R1U500V3,2020/3/24,2020/7/13,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026620,BULL03,1,1,000568.SZ,34R1U500V3,2020/3/24,2020/7/13,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026621,BULL03,3,1,000568.SZ,34R1U500V3,2020/3/24,2020/7/13,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026622,BULL03,2,1,000568.SZ,34R1U500V3,2020/3/24,2020/7/13,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026623,BULL04,1,1,000568.SZ,34R1U500V3,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026624,BULL04,2,1,000568.SZ,34R1U500V3,2021/1/4,2021/2/10,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026625,BULL04,2,1,000568.SZ,34R1U500V3,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026626,BULL04,2,1,000568.SZ,34R1U500V3,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026627,BULL04,3,1,000568.SZ,34R1U500V3,2021/1/4,2021/2/10,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026628,BULL04,2,1,000568.SZ,34R1U500V3,2021/1/4,2021/2/10,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026629,BULL04,1,1,000568.SZ,34R1U500V3,2021/1/4,2021/2/10,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026630,BULL04,3,1,000568.SZ,34R1U500V3,2021/1/4,2021/2/10,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026631,BULL04,2,1,000568.SZ,34R1U500V3,2021/1/4,2021/2/10,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026632,BULL05,1,1,000568.SZ,34R1U500V3,2023/1/3,2023/5/9,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026633,BULL05,2,1,000568.SZ,34R1U500V3,2023/1/3,2023/5/9,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026634,BULL05,2,1,000568.SZ,34R1U500V3,2023/1/3,2023/5/9,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026635,BULL05,2,1,000568.SZ,34R1U500V3,2023/1/3,2023/5/9,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026636,BULL05,3,1,000568.SZ,34R1U500V3,2023/1/3,2023/5/9,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026637,BULL05,2,1,000568.SZ,34R1U500V3,2023/1/3,2023/5/9,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026638,BULL05,1,1,000568.SZ,34R1U500V3,2023/1/3,2023/5/9,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026639,BULL05,3,1,000568.SZ,34R1U500V3,2023/1/3,2023/5/9,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026640,BULL05,2,1,000568.SZ,34R1U500V3,2023/1/3,2023/5/9,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026641,BEAR01,1,1,000568.SZ,34R1U500V3,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026642,BEAR01,2,1,000568.SZ,34R1U500V3,2018/5/22,2018/10/19,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026643,BEAR01,2,1,000568.SZ,34R1U500V3,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026644,BEAR01,2,1,000568.SZ,34R1U500V3,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026645,BEAR01,3,1,000568.SZ,34R1U500V3,2018/5/22,2018/10/19,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026646,BEAR01,2,1,000568.SZ,34R1U500V3,2018/5/22,2018/10/19,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026647,BEAR01,1,1,000568.SZ,34R1U500V3,2018/5/22,2018/10/19,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T026648,BEAR01,3,1,000568.SZ,34R1U500V3,2018/5/22,2018/10/19,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
